plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,sprout,vigor,cmd1s,cmd1i
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2246P0022_766,TMS21F2246P0022,766,20,,1,39,6,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2014P0012_767,TMS21F2014P0012,767,20,,1,39,7,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2238P0054_768,TMS21F2238P0054,768,20,,1,39,8,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS18F1051P0039_769,TMS18F1051P0039,769,20,,1,39,9,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2080P0003_770,TMS21F2080P0003,770,20,,1,39,10,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMEB419 _771,TMEB419 ,771,20,1,1,39,11,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2060P0006_772,TMS21F2060P0006,772,20,,1,39,12,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2220P0011_773,TMS21F2220P0011,773,20,,1,39,13,5,3,2,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2246P0004_774,TMS21F2246P0004,774,20,,1,39,14,5,7,2,1
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2016P0029_775,TMS21F2016P0029,775,20,,1,39,15,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA070593_776,IITA-TMS-IBA070593,776,20,1,1,39,16,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS18F1327P0021_777,TMS18F1327P0021,777,20,,1,39,17,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2238P0012_778,TMS21F2238P0012,778,20,,1,39,18,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2156P0008_779,TMS21F2156P0008,779,20,,1,39,19,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2154P0007_780,TMS21F2154P0007,780,20,,1,39,20,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2084P0036_781,TMS21F2084P0036,781,20,,1,40,20,4,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2063P0003_782,TMS21F2063P0003,782,20,,1,40,19,4,5,3,4
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2246P0073_783,TMS21F2246P0073,783,20,,1,40,18,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2156P0003_784,TMS21F2156P0003,784,20,,1,40,17,4,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2003P0005_785,TMS21F2003P0005,785,20,,1,40,16,3,5,3,3
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2048P0005_786,TMS21F2048P0005,786,20,,1,40,15,4,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS18F1159P0011_787,TMS18F1159P0011,787,20,,1,40,14,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2060P0001_788,TMS21F2060P0001,788,20,,1,40,13,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2016P0023_789,TMS21F2016P0023,789,20,,1,40,12,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2114P0002_790,TMS21F2114P0002,790,20,,1,40,11,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2016P0005_791,TMS21F2016P0005,791,20,,1,40,10,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS15F1329P0005_792,TMS15F1329P0005,792,20,,1,40,9,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS13F1343P0022_793,TMS13F1343P0022,793,20,1,1,40,8,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2014P0006_794,TMS21F2014P0006,794,20,,1,40,7,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2246P0108_795,TMS21F2246P0108,795,20,,1,40,6,5,5,2,4
2022-21.GS.C5.CE.1060.IB-rep1-TMS15F1302P0020_796,TMS15F1302P0020,796,20,,1,40,5,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2114P0005_797,TMS21F2114P0005,797,20,,1,40,4,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2154P0011_798,TMS21F2154P0011,798,20,,1,40,3,5,3,3,5
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA000070_799,IITA-TMS-IBA000070,799,20,1,1,40,2,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS18F1299P0012_800,TMS18F1299P0012,800,20,,1,40,1,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2016P0014_801,TMS21F2016P0014,801,21,,1,41,1,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2149P0011_802,TMS21F2149P0011,802,21,,1,41,2,4,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2245P0024_803,TMS21F2245P0024,803,21,,1,41,3,4,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2090P0026_804,TMS21F2090P0026,804,21,,1,41,4,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS18F1539P0086_805,TMS18F1539P0086,805,21,,1,41,5,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMEB419 _806,TMEB419 ,806,21,1,1,41,6,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2048P0006_807,TMS21F2048P0006,807,21,,1,41,7,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2238P0027_808,TMS21F2238P0027,808,21,,1,41,8,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2120P0005_809,TMS21F2120P0005,809,21,,1,41,9,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2251P0021_810,TMS21F2251P0021,810,21,,1,41,10,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2074P0012_811,TMS21F2074P0012,811,21,,1,41,11,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS18F1562P0004_812,TMS18F1562P0004,812,21,,1,41,12,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2228P0044_813,TMS21F2228P0044,813,21,,1,41,13,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2184P0003_814,TMS21F2184P0003,814,21,,1,41,14,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2032P0003_815,TMS21F2032P0003,815,21,,1,41,15,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2235P0006_816,TMS21F2235P0006,816,21,,1,41,16,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2233P0078_817,TMS21F2233P0078,817,21,,1,41,17,4,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA070593_818,IITA-TMS-IBA070593,818,21,1,1,41,18,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS18F1015P0015_819,TMS18F1015P0015,819,21,,1,41,19,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2232P0026_820,TMS21F2232P0026,820,21,,1,41,20,2,3,3,2
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2033P0002_821,TMS21F2033P0002,821,21,,1,42,20,,,,
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2050P0001_822,TMS21F2050P0001,822,21,,1,42,19,5,3,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1987P0009_823,TMS21F1987P0009,823,21,,1,42,18,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1982P0021_824,TMS21F1982P0021,824,21,,1,42,17,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS13F1343P0022_825,TMS13F1343P0022,825,21,1,1,42,16,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS15F1100P0005_826,TMS15F1100P0005,826,21,,1,42,15,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2063P0002_827,TMS21F2063P0002,827,21,,1,42,14,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1975P0034_828,TMS21F1975P0034,828,21,,1,42,13,3,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2259P0012_829,TMS21F2259P0012,829,21,,1,42,12,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA070593_830,IITA-TMS-IBA070593,830,21,1,1,42,11,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2084P0014_831,TMS21F2084P0014,831,21,,1,42,10,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2245P0083_832,TMS21F2245P0083,832,21,,1,42,9,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2084P0024_833,TMS21F2084P0024,833,21,,1,42,8,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2002P0010_834,TMS21F2002P0010,834,21,,1,42,7,1,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2255P0072_835,TMS21F2255P0072,835,21,,1,42,6,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2080P0005_836,TMS21F2080P0005,836,21,,1,42,5,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2147P0005_837,TMS21F2147P0005,837,21,,1,42,4,4,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1979P0024_838,TMS21F1979P0024,838,21,,1,42,3,4,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1996P0010_839,TMS21F1996P0010,839,21,,1,42,2,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2046P0001_840,TMS21F2046P0001,840,21,,1,42,1,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS18F1286P0003_841,TMS18F1286P0003,841,22,,1,43,1,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2248P0031_842,TMS21F2248P0031,842,22,,1,43,2,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2139P0015_843,TMS21F2139P0015,843,22,,1,43,3,5,5,2,1
2022-21.GS.C5.CE.1060.IB-rep1-TMEB419 _844,TMEB419 ,844,22,1,1,43,4,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2049P0004_845,TMS21F2049P0004,845,22,,1,43,5,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2251P0035_846,TMS21F2251P0035,846,22,,1,43,6,2,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2028P0002_847,TMS21F2028P0002,847,22,,1,43,7,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2019P0011_848,TMS21F2019P0011,848,22,,1,43,8,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2254P0008_849,TMS21F2254P0008,849,22,,1,43,9,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2252P0041_850,TMS21F2252P0041,850,22,,1,43,10,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2241P0039_851,TMS21F2241P0039,851,22,,1,43,11,4,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2179P0001_852,TMS21F2179P0001,852,22,,1,43,12,5,3,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2068P0005_853,TMS21F2068P0005,853,22,,1,43,13,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2030P0008_854,TMS21F2030P0008,854,22,,1,43,14,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2229P0087_855,TMS21F2229P0087,855,22,,1,43,15,3,5,4,3
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1989P0002_856,TMS21F1989P0002,856,22,,1,43,16,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2030P0002_857,TMS21F2030P0002,857,22,,1,43,17,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA070593_858,IITA-TMS-IBA070593,858,22,1,1,43,18,4,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1991P0005_859,TMS21F1991P0005,859,22,,1,43,19,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2011P0002_860,TMS21F2011P0002,860,22,,1,43,20,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2055P0025_861,TMS21F2055P0025,861,22,,1,44,20,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2003P0003_862,TMS21F2003P0003,862,22,,1,44,19,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2259P0031_863,TMS21F2259P0031,863,22,,1,44,18,4,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2256P0064_864,TMS21F2256P0064,864,22,,1,44,17,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS13F1343P0022_865,TMS13F1343P0022,865,22,1,1,44,16,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2115P0001_866,TMS21F2115P0001,866,22,,1,44,15,,,,
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2154P0027_867,TMS21F2154P0027,867,22,,1,44,14,4,5,3,4
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2260P0019_868,TMS21F2260P0019,868,22,,1,44,13,4,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2054P0028_869,TMS21F2054P0028,869,22,,1,44,12,4,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2255P0041_870,TMS21F2255P0041,870,22,,1,44,11,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2220P0009_871,TMS21F2220P0009,871,22,,1,44,10,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA000070_872,IITA-TMS-IBA000070,872,22,1,1,44,9,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2254P0003_873,TMS21F2254P0003,873,22,,1,44,8,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2243P0074_874,TMS21F2243P0074,874,22,,1,44,7,5,7,2,3
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2244P0097_875,TMS21F2244P0097,875,22,,1,44,6,5,5,3,2
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2097P0006_876,TMS21F2097P0006,876,22,,1,44,5,5,5,3,4
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2087P0006_877,TMS21F2087P0006,877,22,,1,44,4,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2250P0074_878,TMS21F2250P0074,878,22,,1,44,3,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2255P0070_879,TMS21F2255P0070,879,22,,1,44,2,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2090P0004_880,TMS21F2090P0004,880,22,,1,44,1,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1983P0002_881,TMS21F1983P0002,881,23,,1,45,1,5,5,3,1
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2095P0006_882,TMS21F2095P0006,882,23,,1,45,2,5,3,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2260P0058_883,TMS21F2260P0058,883,23,,1,45,3,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2228P0003_884,TMS21F2228P0003,884,23,,1,45,4,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2229P0040_885,TMS21F2229P0040,885,23,,1,45,5,3,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2117P0001_886,TMS21F2117P0001,886,23,,1,45,6,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2234P0050_887,TMS21F2234P0050,887,23,,1,45,7,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2119P0004_888,TMS21F2119P0004,888,23,,1,45,8,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1976P0021_889,TMS21F1976P0021,889,23,,1,45,9,5,5,3,2
2022-21.GS.C5.CE.1060.IB-rep1-TMS13F1343P0022_890,TMS13F1343P0022,890,23,1,1,45,10,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2090P0023_891,TMS21F2090P0023,891,23,,1,45,11,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2246P0100_892,TMS21F2246P0100,892,23,,1,45,12,5,5,2,1
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2239P0039_893,TMS21F2239P0039,893,23,,1,45,13,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2242P0054_894,TMS21F2242P0054,894,23,,1,45,14,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2245P0080_895,TMS21F2245P0080,895,23,,1,45,15,5,7,2,2
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2257P0072_896,TMS21F2257P0072,896,23,,1,45,16,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2252P0015_897,TMS21F2252P0015,897,23,,1,45,17,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA000070_898,IITA-TMS-IBA000070,898,23,1,1,45,18,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2253P0067_899,TMS21F2253P0067,899,23,,1,45,19,5,5,3,3
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2246P0015_900,TMS21F2246P0015,900,23,,1,45,20,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2227P0016_901,TMS21F2227P0016,901,23,,1,46,20,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2242P0004_902,TMS21F2242P0004,902,23,,1,46,19,5,5,2,1
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2243P0020_903,TMS21F2243P0020,903,23,,1,46,18,5,5,2,1
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2107P0001_904,TMS21F2107P0001,904,23,,1,46,17,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2248P0095_905,TMS21F2248P0095,905,23,,1,46,16,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2233P0086_906,TMS21F2233P0086,906,23,,1,46,15,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA070593_907,IITA-TMS-IBA070593,907,23,1,1,46,14,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2094P0001_908,TMS21F2094P0001,908,23,,1,46,13,5,5,2,2
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2019P0018_909,TMS21F2019P0018,909,23,,1,46,12,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2242P0091_910,TMS21F2242P0091,910,23,,1,46,11,5,7,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2228P0059_911,TMS21F2228P0059,911,23,,1,46,10,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1979P0023_912,TMS21F1979P0023,912,23,,1,46,9,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2024P0004_913,TMS21F2024P0004,913,23,,1,46,8,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2227P0052_914,TMS21F2227P0052,914,23,,1,46,7,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2151P0001_915,TMS21F2151P0001,915,23,,1,46,6,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2250P0102_916,TMS21F2250P0102,916,23,,1,46,5,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2244P0062_917,TMS21F2244P0062,917,23,,1,46,4,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMEB419_918,TMEB419,918,23,1,1,46,3,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2087P0016_919,TMS21F2087P0016,919,23,,1,46,2,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2243P0007_920,TMS21F2243P0007,920,23,,1,46,1,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2255P0024_921,TMS21F2255P0024,921,24,,1,47,1,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2248P0021_922,TMS21F2248P0021,922,24,,1,47,2,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2249P0074_923,TMS21F2249P0074,923,24,,1,47,3,5,5,3,4
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2250P0105_924,TMS21F2250P0105,924,24,,1,47,4,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2016P0003_925,TMS21F2016P0003,925,24,,1,47,5,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA000070_926,IITA-TMS-IBA000070,926,24,1,1,47,6,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2043P0006_927,TMS21F2043P0006,927,24,,1,47,7,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2228P0008_928,TMS21F2228P0008,928,24,,1,47,8,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2044P0001_929,TMS21F2044P0001,929,24,,1,47,9,5,5,2,3
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2257P0108_930,TMS21F2257P0108,930,24,,1,47,10,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS13F1343P0022_931,TMS13F1343P0022,931,24,1,1,47,11,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2084P0003_932,TMS21F2084P0003,932,24,,1,47,12,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2044P0019_933,TMS21F2044P0019,933,24,,1,47,13,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2030P0001_934,TMS21F2030P0001,934,24,,1,47,14,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2170P0008_935,TMS21F2170P0008,935,24,,1,47,15,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2228P0036_936,TMS21F2228P0036,936,24,,1,47,16,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2014P0009_937,TMS21F2014P0009,937,24,,1,47,17,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2256P0070_938,TMS21F2256P0070,938,24,,1,47,18,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1976P0116_939,TMS21F1976P0116,939,24,,1,47,19,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2014P0018_940,TMS21F2014P0018,940,24,,1,47,20,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2242P0025_941,TMS21F2242P0025,941,24,,1,48,20,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2018P0008_942,TMS21F2018P0008,942,24,,1,48,19,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA070593_943,IITA-TMS-IBA070593,943,24,1,1,48,18,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2227P0053_944,TMS21F2227P0053,944,24,,1,48,17,5,3,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2248P0003_945,TMS21F2248P0003,945,24,,1,48,16,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2098P0001_946,TMS21F2098P0001,946,24,,1,48,15,5,5,2,1
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2031P0002_947,TMS21F2031P0002,947,24,,1,48,14,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1983P0010_948,TMS21F1983P0010,948,24,,1,48,13,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2233P0021_949,TMS21F2233P0021,949,24,,1,48,12,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2241P0007_950,TMS21F2241P0007,950,24,,1,48,11,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2246P0025_951,TMS21F2246P0025,951,24,,1,48,10,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2013P0011_952,TMS21F2013P0011,952,24,,1,48,9,4,5,3,4
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2028P0001_953,TMS21F2028P0001,953,24,,1,48,8,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2044P0025_954,TMS21F2044P0025,954,24,,1,48,7,3,3,4,3
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2121P0012_955,TMS21F2121P0012,955,24,,1,48,6,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2084P0023_956,TMS21F2084P0023,956,24,,1,48,5,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2234P0010_957,TMS21F2234P0010,957,24,,1,48,4,5,3,3,3
2022-21.GS.C5.CE.1060.IB-rep1-TMEB419_958,TMEB419,958,24,1,1,48,3,3,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2128P0002_959,TMS21F2128P0002,959,24,,1,48,2,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2092P0016_960,TMS21F2092P0016,960,24,,1,48,1,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2090P0024_961,TMS21F2090P0024,961,25,,1,49,1,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2020P0001_962,TMS21F2020P0001,962,25,,1,49,2,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2074P0006_963,TMS21F2074P0006,963,25,,1,49,3,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2243P0029_964,TMS21F2243P0029,964,25,,1,49,4,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2012P0002_965,TMS21F2012P0002,965,25,,1,49,5,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2019P0009_966,TMS21F2019P0009,966,25,,1,49,6,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2010P0005_967,TMS21F2010P0005,967,25,,1,49,7,4,5,4,4
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2242P0007_968,TMS21F2242P0007,968,25,,1,49,8,4,5,3,4
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2241P0072_969,TMS21F2241P0072,969,25,,1,49,9,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMEB419_970,TMEB419,970,25,1,1,49,10,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2049P0005_971,TMS21F2049P0005,971,25,,1,49,11,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2243P0060_972,TMS21F2243P0060,972,25,,1,49,12,5,5,1,0
